युवा,1.0
युवाको,0.6607398986816406
युवालाई,0.6447998285293579
युवाहरु,0.6270121335983276
युवाले,0.611724317073822
युवाहरू,0.6086740493774414
युवाहरुको,0.6018941402435303
युवाहरुलाई,0.5752436518669128
युवाहरूको,0.5743730664253235
यूवा,0.5620493292808533
किशोर,0.5493364930152893
महिला,0.5449891090393066
‘युवा,0.541744589805603
पुस्ताका,0.5408149361610413
युवाहरुले,0.5338890552520752
नेता,0.5336134433746338
उद्यमी,0.5336130261421204
खेलकुद,0.5306963324546814
युवाहरूले,0.5288445353507996
विद्यार्थी,0.5283625721931458
नेपाली,0.5249093770980835
नेतृत्व,0.5216051340103149
अर्का,0.5196921229362488
युवाहरूलाई,0.5195512771606445
खेलाडी,0.5178928375244141
कार्यक्रममा,0.5160428285598755
अहिलेका,0.5129793882369995
संघ,0.5072795748710632
पुस्ता,0.5027828812599182
त्यस्तै,0.4997297525405884
संगठन,0.4953872561454773
हुन्,0.4952498972415924
बेरोजगार,0.4930878281593323
कार्यकर्ता,0.490911066532135
छन्,0.49087393283843994
पुस्तालाई,0.48869526386260986
नेपालका,0.48754480481147766
समूहका,0.4868871569633484
शिक्षित,0.4861169457435608
पुगेका,0.48496121168136597
फर्केका,0.48428070545196533
युवक,0.48394477367401123
प्रभावशाली,0.48256516456604004
फर्किएका,0.4774704575538635
स्वरोजगार,0.4774690568447113
क्लबका,0.47633999586105347
यस्तै,0.47629985213279724
राष्ट्रिय,0.47619327902793884
तिनै,0.47589215636253357
सदस्य,0.4757811427116394
खेलाडीको,0.4755716323852539
थिए,0.47541287541389465
भएका,0.4747743606567383
सहभागी,0.47459328174591064
पुस्ताको,0.47459208965301514
गरिरहेका,0.4742097556591034
तथा,0.47419825196266174
पुस्तामा,0.47286224365234375
क्लबले,0.4714394211769104
दलित,0.4707601070404053
बताए,0.4694780111312866
गर्दै,0.46930357813835144
अगुवा,0.46875685453414917
पलायन,0.4679318070411682
क्लब,0.46788644790649414
गरेका,0.4672909379005432
गर्ने,0.4668726921081543
गएका,0.4662335515022278
अधिकांश,0.46509087085723877
समाज,0.4649273157119751
आवद्ध,0.4643341302871704
गगन,0.4639710783958435
वर्षका,0.46392345428466797
पत्रकार,0.46332478523254395
वर्ष,0.46296054124832153
खेलाडीलाई,0.46247267723083496
उनी,0.46233120560646057
बालबालिका,0.4622746706008911
संघका,0.4620705842971802
यसैगरी,0.4620288014411926
भन्दै,0.46167993545532227
आएका,0.46161743998527527
रहेका,0.46160995960235596
उमेरका,0.46160396933555603
थापाले,0.4613642394542694
खेलकुदमन्त्री,0.46064886450767517
अवसर,0.4603710174560547
अध्यक्ष,0.4599941372871399
युबतीहरु,0.45982781052589417
खर्ताल,0.4597582221031189
किसान,0.4591931998729706
फुटबल,0.4588086009025574
रामथुम्की,0.4584680199623108
धेरै,0.4582432806491852
नेतृत्वमा,0.45765620470046997
संघको,0.45758363604545593
कार्यक्रम,0.4573943018913269
समूह,0.4571668803691864
विकास,0.4568535089492798
का,0.4565274119377136
संयोजक,0.4563484191894531
भने,0.4554656445980072
’,0.45503246784210205
लिएर,0.4548107981681824
नयाँ,0.45401284098625183
युवाका,0.4539385139942169
गर्न,0.4537814259529114
जना,0.4535509943962097
त्यसैले,0.45291340351104736
नव,0.452597975730896
अहिले,0.4523816406726837
शनिबार,0.4521700441837311
जमात,0.4520649313926697
कांग्रेस,0.4514053165912628
बताएका,0.45123520493507385
१०,0.45068860054016113
२५,0.449562132358551
पुस्ताले,0.44900888204574585
पार्टीका,0.448977530002594
किशोरी,0.4487561285495758
अनुभवी,0.448227196931839
जाने,0.44793516397476196
खेलाडीहरु,0.44762125611305237
काठमाडौं,0.4474658668041229
बन्न,0.44735923409461975
तर,0.4469062089920044
संगठनका,0.44628655910491943
भए,0.4458572566509247
